200111;29;06;06;22;Heiner
200404;12;02;06;22;Derian
200708;09;03;06;22;Kenner
200738;05;06;06;22;Gilmar
200742;25;05;06;22;Maynor
201391;11;04;06;22;Jeremy
201437;20;03;06;22;Keyden
201524;17;05;06;22;Reiner
201617;06;06;06;22;Hernan
201666;09;03;06;22;Wilson
201715;19;03;06;22;Joshua
201947;25;06;06;22;Xander
202213;04;05;06;22;Gandhi
202621;07;03;06;22;Sergio
202630;05;03;06;22;Rubén
202639;11;02;06;22;Wilmar
202652;16;03;06;22;Edrick
202687;25;04;06;22;Victor
202788;13;04;06;22;Jareth
202919;16;05;06;22;Jaider
203031;09;04;06;22;Johari
203237;04;02;06;22;Hector
203502;19;02;06;22;Carlos
203514;15;01;06;22;Andrus
203955;30;03;06;22;Jorman
204121;06;05;06;22;Jovani
204160;24;05;06;22;Delvin
204260;26;02;06;22;Ronald
204413;19;03;06;22;Wilder
204428;06;03;06;22;Joseth
204443;26;03;06;22;Abisai
204607;29;02;06;22;Ulises
204922;22;04;06;22;Zlatan
204946;09;05;06;22;Franco
205336;01;05;06;22;Daniel
205371;06;05;06;22;Milton
205520;10;01;06;22;Kelvin
205560;28;06;06;22;Charly
205785;30;06;06;22;Walter
205944;24;02;06;22;Ismael
206319;26;02;06;22;Jeziel
206452;30;02;06;22;Jahdai
206731;05;02;06;22;Limber
206749;22;03;06;22;Hayden
206766;26;06;06;22;Helder
206880;30;05;06;22;Rizvan
206982;18;01;06;22;Isaias
207043;19;06;06;22;Jowell
207060;01;06;06;22;Jensen
207088;22;01;06;22;Haziel
207414;24;04;06;22;Eithel
207503;02;05;06;22;Moises
207540;02;03;06;22;Marvin
207689;30;06;06;22;Joseph
207698;21;04;06;22;Hansel
207738;01;03;06;22;Oliver
207985;29;06;06;22;Nestor
208047;06;05;06;22;Alexey
208068;19;02;06;22;Brayan
208151;16;04;06;22;Aldrin
208178;03;04;06;22;Haniel
208340;01;06;06;22;Kentin
208398;19;05;06;22;Jovany
208583;02;02;06;22;Yeriel
208585;10;04;06;22;Andrik
208825;13;04;06;22;Elijah
208847;22;01;06;22;Jeshua
208892;27;06;06;22;Israel
208901;14;05;06;22;Gareth
209036;09;05;06;22;Damian
209244;13;03;06;22;Sasuke
209285;27;03;06;22;Hristo
209442;10;01;06;22;Austin
209543;01;06;06;22;Javier
209545;16;05;06;22;Nelson
209673;21;04;06;22;Hebert
209749;28;05;06;22;Hasiel
209895;06;04;06;22;Nilson
209901;17;05;06;22;Shmuel
209965;23;03;06;22;Albert
210096;21;03;06;22;Jearim
210228;03;02;06;22;Demian
210349;20;01;06;22;Franky
210374;03;05;06;22;Yadiel
210413;19;04;06;22;Markus
210649;07;02;06;22;Edison
210846;17;04;06;22;Jayden
211068;29;02;06;22;Renier
211145;16;06;06;22;Manuel
211350;23;06;06;22;Yulian
211444;01;06;06;22;Yankel
211838;05;02;06;22;Sander
212145;12;03;06;22;Arturo
212163;06;01;06;22;Michel
212281;27;05;06;22;Ademir
212412;03;01;06;22;Andros
212452;01;04;06;22;Dereck
212694;21;06;06;22;Rafael
212781;30;03;06;22;Andres
212902;23;06;06;22;Helmut
213230;17;01;06;22;Marcel
213244;02;06;06;22;Yoseph
213312;06;04;06;22;Miller
213660;14;05;06;22;Alonso
213817;14;03;06;22;Andrey
214486;12;02;06;22;Justin
214488;16;01;06;22;Maikel
214522;08;03;06;22;Azarel
214523;15;01;06;22;Taylor
214695;14;03;06;22;Dorian
214733;20;02;06;22;Julian
215070;13;05;06;22;German
215097;07;04;06;22;Wilmer
215157;19;02;06;22;Arthur
215243;26;05;06;22;Dorlan
215609;19;03;06;22;Matias
215737;27;02;06;22;Davian
215837;27;06;06;22;Alexei
215893;12;02;06;22;Alvaro
216383;08;06;06;22;Yoshio
216457;25;03;06;22;Miguel
216489;14;05;06;22;Samuel
216692;06;05;06;22;Camilo
216741;07;03;06;22;Holman
216803;19;06;06;22;Shamed
216835;04;06;06;22;Gerald
217034;09;03;06;22;Melvin
217259;15;03;06;22;Jasiel
217262;13;04;06;22;Daylan
217477;17;01;06;22;Leonel
217553;06;01;06;22;Andree
217643;30;03;06;22;Leonid
217835;10;03;06;22;Edward
217860;22;01;06;22;Maykel
217869;02;04;06;22;Kayden
218298;11;03;06;22;Ferney
218319;10;04;06;22;Leyton
218364;10;01;06;22;Steven
218435;17;02;06;22;Darwin
218574;11;01;06;22;Marcos
218721;03;02;06;22;Harvey
218896;30;05;06;22;Anakin
218966;29;01;06;22;Yanuel
218993;04;03;06;22;Thomas
219225;30;04;06;22;Itachi
219230;09;05;06;22;Ramiro
219243;18;04;06;22;Rayner
219534;23;05;06;22;Alexis
219691;23;01;06;22;Yussel
219966;29;03;06;22;Felipe
220293;21;02;06;22;Adrian
220380;30;01;06;22;Emilio
220605;04;06;06;22;Fabian
220640;04;05;06;22;Nilton
220672;26;05;06;22;Jeydan
220770;10;02;06;22;Andrew
220925;11;05;06;22;Decker
221078;25;05;06;22;Robert
221220;24;04;06;22;Marlon
221292;04;02;06;22;Mikael
221335;29;04;06;22;Diaval
221484;23;03;06;22;Hervey
221600;16;05;06;22;Eithan
221722;29;03;06;22;Martin
221747;30;05;06;22;Harold
221896;07;02;06;22;Freddy
222019;25;02;06;22;Jhojan
222151;28;04;06;22;Edrian
222197;08;03;06;22;Sameer
