200111;1;20220101;Heiner;9.03
200404;1;20220101;Derian;2.81
200742;1;20220101;Maynor;3.08
203031;1;20220101;Johari;10.00
203955;1;20220101;Jorman;2.40
208178;1;20220101;Haniel;4.64
208892;1;20220101;Israel;2.92
209036;1;20220101;Damian;9.10
209545;1;20220101;Nelson;3.67
213817;1;20220101;Andrey;8.32
214488;1;20220101;Maikel;2.43
214523;1;20220101;Taylor;8.99
216803;1;20220101;Shamed;1.32
217034;1;20220101;Melvin;4.46
217262;1;20220101;Daylan;1.04
220640;1;20220101;Nilton;5.19
201391;2;20220101;Jeremy;3.93
201524;2;20220101;Reiner;3.07
204160;2;20220101;Delvin;7.64
207689;2;20220101;Joseph;1.01
210096;2;20220101;Jearim;5.59
210649;2;20220101;Edison;1.57
214522;2;20220101;Azarel;2.31
214695;2;20220101;Dorian;9.68
217259;2;20220101;Jasiel;2.83
219691;2;20220101;Yussel;4.84
220293;2;20220101;Adrian;1.68
222019;2;20220101;Jhojan;1.40
200738;3;20220101;Gilmar;7.19
201666;3;20220101;Wilson;8.48
202687;3;20220101;Victor;5.85
203237;3;20220101;Hector;5.38
206319;3;20220101;Jeziel;1.19
207088;3;20220101;Haziel;2.32
207540;3;20220101;Marvin;6.24
207698;3;20220101;Hansel;4.67
211068;3;20220101;Renier;9.11
214486;3;20220101;Justin;8.00
218896;3;20220101;Anakin;8.26
219230;3;20220101;Ramiro;6.18
220380;3;20220101;Emilio;5.56
221078;3;20220101;Robert;4.09
221896;3;20220101;Freddy;8.80
222197;3;20220101;Sameer;9.98
201617;4;20220101;Hernan;3.33
205560;4;20220101;Charly;1.63
207043;4;20220101;Jowell;8.13
208340;4;20220101;Kentin;1.76
208583;4;20220101;Yeriel;4.60
210228;4;20220101;Demian;5.84
212902;4;20220101;Helmut;2.65
215837;4;20220101;Alexei;1.50
216741;4;20220101;Holman;5.45
217860;4;20220101;Maykel;6.26
219243;4;20220101;Rayner;8.50
220672;4;20220101;Jeydan;7.72
220925;4;20220101;Decker;7.59
202919;1;20220102;Jaider;9.16
205371;1;20220102;Milton;6.93
207738;1;20220102;Oliver;2.16
208398;1;20220102;Jovany;9.91
208825;1;20220102;Elijah;1.70
208901;1;20220102;Gareth;9.08
215097;1;20220102;Wilmer;6.72
215893;1;20220102;Alvaro;1.72
217643;1;20220102;Leonid;6.77
218721;1;20220102;Harvey;7.30
219966;1;20220102;Felipe;1.87
222151;1;20220102;Edrian;3.07
200708;2;20220102;Kenner;6.62
203502;2;20220102;Carlos;8.93
204946;2;20220102;Franco;3.75
206731;2;20220102;Limber;10.00
208585;2;20220102;Andrik;6.86
209673;2;20220102;Hebert;2.72
216383;2;20220102;Yoshio;1.61
220605;2;20220102;Fabian;2.58
221292;2;20220102;Mikael;9.61
221484;2;20220102;Hervey;2.76
202213;3;20220102;Gandhi;4.55
204922;3;20220102;Zlatan;9.29
205785;3;20220102;Walter;5.23
208151;3;20220102;Aldrin;7.08
209895;3;20220102;Nilson;8.03
212163;3;20220102;Michel;2.61
212452;3;20220102;Dereck;5.77
212694;3;20220102;Rafael;6.10
213230;3;20220102;Marcel;5.33
214733;3;20220102;Julian;5.48
216835;3;20220102;Gerald;9.24
217835;3;20220102;Edward;6.19
217869;3;20220102;Kayden;2.51
221335;3;20220102;Diaval;5.71
221722;3;20220102;Martin;9.37
201947;4;20220102;Xander;3.68
202639;4;20220102;Wilmar;4.02
202652;4;20220102;Edrick;6.65
202788;4;20220102;Jareth;8.58
204607;4;20220102;Ulises;7.44
208047;4;20220102;Alexey;6.77
209244;4;20220102;Sasuke;5.02
209901;4;20220102;Shmuel;8.86
209965;4;20220102;Albert;6.36
210374;4;20220102;Yadiel;6.24
211145;4;20220102;Manuel;1.02
211838;4;20220102;Sander;3.56
213660;4;20220102;Alonso;1.70
216692;4;20220102;Camilo;5.20
217553;4;20220102;Andree;4.58
219534;4;20220102;Alexis;5.62
202630;1;20220103;Rubén;4.20
202621;1;20220103;Sergio;5.54
203514;1;20220103;Andrus;8.14
204260;1;20220103;Ronald;9.97
205944;1;20220103;Ismael;3.52
206982;1;20220103;Isaias;8.46
207414;1;20220103;Eithel;8.40
210846;1;20220103;Jayden;2.47
211444;1;20220103;Yankel;6.03
212412;1;20220103;Andros;5.17
213244;1;20220103;Yoseph;8.95
215157;1;20220103;Arthur;9.39
216457;1;20220103;Miguel;1.97
218319;1;20220103;Leyton;5.11
218574;1;20220103;Marcos;3.12
218966;1;20220103;Yanuel;1.73
219225;1;20220103;Itachi;2.92
201437;2;20220103;Keyden;8.46
204121;2;20220103;Jovani;1.15
205336;2;20220103;Daniel;2.33
206749;2;20220103;Hayden;2.51
207503;2;20220103;Moises;1.11
208847;2;20220103;Jeshua;5.84
209749;2;20220103;Hasiel;1.00
218364;2;20220103;Steven;7.14
218435;2;20220103;Darwin;8.34
220770;2;20220103;Andrew;4.18
204443;3;20220103;Abisai;1.70
206766;3;20220103;Helder;6.28
206880;3;20220103;Rizvan;5.42
207985;3;20220103;Nestor;8.48
208068;3;20220103;Brayan;2.16
210349;3;20220103;Franky;4.84
212145;3;20220103;Arturo;8.62
212281;3;20220103;Ademir;9.26
213312;3;20220103;Miller;3.68
215609;3;20220103;Matias;9.12
215737;3;20220103;Davian;8.63
218298;3;20220103;Ferney;4.07
221220;3;20220103;Marlon;4.05
201715;4;20220103;Joshua;2.75
204413;4;20220103;Wilder;7.82
204428;4;20220103;Joseth;1.11
